ID,COLLECTION,CAT_ID,CODE,GENUS,SPECIES,SPEC_TYPE,NOTES,MORPH,MEASURE
1458,Carnegie MNH,P79897,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.384
1460,Carnegie MNH,P79898,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.510
1462,Carnegie MNH,P94676,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.990
1466,Carnegie MNH,P125060,CWPA,Brotogeris,cyanoptera,skin study,left wing,culm_mand_SL,2.950
1468,Carnegie MNH,P95683,CWPA,Brotogeris,cyanoptera,skin study,left wing,culm_mand_SL,2.560
1470,Carnegie MNH,P95790,CWPA,Brotogeris,cyanoptera,skin study,left wing,culm_mand_SL,2.810
1472,Carnegie MNH,P143555,0,Brotogeris,tirica,skin study,left wing,culm_mand_SL,2.550
1474,Carnegie MNH,P143559,0,Brotogeris,tirica,skin study,left wing,culm_mand_SL,2.550
1478,Carnegie MNH,P38445,DBPA,Forpus,modestus,skin study,left wing,culm_mand_SL,1.750
1480,Carnegie MNH,P38446,DBPA,Forpus,modestus,skin study,left wing,culm_mand_SL,1.950
1482,Carnegie MNH,P87913,DBPA,Forpus,modestus,skin study,left wing,culm_mand_SL,1.900
1484,Carnegie MNH,P88239,DBPA,Forpus,modestus,skin study,left wing,culm_mand_SL,1.825
1486,Carnegie MNH,P72174,GRMA,Orthopsittaca,manilatus,skin study,left wing,culm_mand_SL,3.827
1488,Carnegie MNH,P72387,GRMA,Orthopsittaca,manilatus,skin study,left wing,culm_mand_SL,4.262
1490,Carnegie MNH,P82626,GRMA,Orthopsittaca,manilatus,skin study,left wing,culm_mand_SL,4.510
1496,Carnegie MNH,P38342,WBPA,Pionites,leucogaster,skin study,left wing,culm_mand_SL,3.630
1498,Carnegie MNH,P38425,WBPA,Pionites,leucogaster,skin study,left wing,culm_mand_SL,4.160
1500,Carnegie MNH,P86662,WBPA,Pionites,leucogaster,skin study,left wing,culm_mand_SL,4.140
1505,Carnegie MNH,P119787,BHPA,Pionus,menstruus,skin study,left wing,culm_mand_SL,3.980
1507,Carnegie MNH,P78906,BHPA,Pionus,menstruus,skin study,left wing,culm_mand_SL,3.760
1509,Carnegie MNH,P78938,BHPA,Pionus,menstruus,skin study,left wing,culm_mand_SL,3.430
1511,Carnegie MNH,P78939,BHPA,Pionus,menstruus,skin study,left wing,culm_mand_SL,4.010
1514,Carnegie MNH,P120511,WEPA,Psittacara,leucophthalmus,skin study,left wing,culm_mand_SL,4.450
1516,Carnegie MNH,P38274,WEPA,Psittacara,leucophthalmus,skin study,left wing,culm_mand_SL,4.230
1518,Carnegie MNH,P44074,WEPA,Psittacara,leucophthalmus,skin study,left wing,culm_mand_SL,4.660
1520,Carnegie MNH,P72833,WEPA,Psittacara,leucophthalmus,skin study,left wing,culm_mand_SL,4.270
1525,Carnegie MNH,P91957,OCPA,Pyrilia,barrabandi,skin study,left wing,culm_mand_SL,3.070
1527,Carnegie MNH,P91958,OCPA,Pyrilia,barrabandi,skin study,left wing,culm_mand_SL,2.990
1529,Carnegie MNH,P96921,OCPA,Pyrilia,barrabandi,skin study,left wing,culm_mand_SL,3.390
